"Folio";"Numero Piece";"Date Piece";"Montant Fichier";"Montant Oracle";"Montant Interface";"Statut"
"ING";"0551R26071540";"01/07/2026";"241,8";"241,8";"241,8";"INTEGREE"
"ING";"0551R26071541";"01/07/2026";"241,8";"241,8";"241,8";"INTEGREE"
"ING";"0551R26071542";"01/07/2026";"241,8";"241,8";"241,8";"INTEGREE"
"ING";"0551R26071543";"01/07/2026";"1535,42";"1535,42";"1535,42";"INTEGREE"
"ING";"0551R26071544";"01/07/2026";"2831,68";"2831,68";"2831,68";"INTEGREE"
"ING";"0551R26071545";"01/07/2026";"368,95";"368,95";"368,95";"INTEGREE"
"ING";"0551R26071546";"01/07/2026";"1120,13";"1120,13";"1120,13";"INTEGREE"
"ING";"0551R26071501";"01/07/2026";"229,2";"229,2";"229,2";"INTEGREE"
"GAZ";"0688K2607WXR4";"01/07/2026";"2400,76";"2400,76";"2400,76";"INTEGREE"
"ING";"0551R26071553";"01/07/2026";"484,36";"484,36";"484,36";"INTEGREE"
"GAZ";"0688K2607WXB9";"01/07/2026";"-1118,54";"-1118,54";"-1118,54";"INTEGREE"
"ING";"0551R26071370";"01/07/2026";"1200";"1200";"1200";"INTEGREE"
"ING";"0551R26071455";"01/07/2026";"1696,15";"1696,15";"1696,15";"INTEGREE"
"ING";"0001M2607VWK9";"01/07/2026";"3475,27";"3475,27";"3475,27";"INTEGREE"
"ING";"0001M2607VWL2";"01/07/2026";"871,68";"871,68";"871,68";"INTEGREE"
"GAZ";"0688K2607WWS1";"01/07/2026";"-283,87";"-283,87";"-283,87";"INTEGREE"
"GAZ";"0688K2607WXG7";"01/07/2026";"1109,72";"1109,72";"1109,72";"INTEGREE"
"ING";"0551R26071514";"01/07/2026";"1055,74";"1055,74";"1055,74";"INTEGREE"
"ING";"0001M2607WWG4";"01/07/2026";"61495,25";"61495,25";"61495,25";"INTEGREE"
"GAZ";"0688K2607WXZ4";"01/07/2026";"101,33";"101,33";"101,33";"INTEGREE"
"GAZ";"0688K2607WXZ3";"01/07/2026";"620,27";"620,27";"620,27";"INTEGREE"
"ING";"0551R26071547";"01/07/2026";"307,2";"307,2";"307,2";"INTEGREE"
"ING";"0551R26071531";"01/07/2026";"960";"960";"960";"INTEGREE"
"GAZ";"0688K2607WXN3";"01/07/2026";"-705,66";"-705,66";"-705,66";"INTEGREE"
"ING";"0551R26071516";"01/07/2026";"2414,53";"2414,53";"2414,53";"INTEGREE"
"ING";"0551R26071517";"01/07/2026";"1116,73";"1116,73";"1116,73";"INTEGREE"
"ING";"0551R26071518";"01/07/2026";"1895,3";"1895,3";"1895,3";"INTEGREE"
"ING";"0551R26071519";"01/07/2026";"1354,25";"1354,25";"1354,25";"INTEGREE"
"ING";"0551R26071520";"01/07/2026";"1265,26";"1265,26";"1265,26";"INTEGREE"
"ING";"0551R26071521";"01/07/2026";"1228,79";"1228,79";"1228,79";"INTEGREE"
"GAZ";"0688K2607WXQ8";"01/07/2026";"-579,89";"-579,89";"-579,89";"INTEGREE"
"GAZ";"0688K2607WXJ9";"01/07/2026";"236,78";"236,78";"236,78";"INTEGREE"
"GAZ";"0688K2607WWW2";"01/07/2026";"90,49";"90,49";"90,49";"INTEGREE"
"GAZ";"0688K2607WXW3";"01/07/2026";"302,12";"302,12";"302,12";"INTEGREE"
"GAZ";"0688K2607WXA8";"01/07/2026";"-223,67";"-223,67";"-223,67";"INTEGREE"
"GAZ";"0688K2607WXQ4";"01/07/2026";"-136,51";"-136,51";"-136,51";"INTEGREE"
"GAZ";"0688K2607WXM8";"01/07/2026";"-343,7";"-343,7";"-343,7";"INTEGREE"
"GAZ";"0688K2607WWX7";"01/07/2026";"236,24";"236,24";"236,24";"INTEGREE"
"GAZ";"0688K2607WXE1";"01/07/2026";"-154,68";"-154,68";"-154,68";"INTEGREE"
"GAZ";"0688K2607WXC9";"01/07/2026";"385,05";"385,05";"385,05";"INTEGREE"
"ING";"0551R26071445";"01/07/2026";"2804,28";"2804,28";"2804,28";"INTEGREE"
"ING";"0551R26071500";"01/07/2026";"1391,02";"1391,02";"1391,02";"INTEGREE"
"ING";"0551R26071511";"01/07/2026";"13258,6";"13258,6";"13258,6";"INTEGREE"
"ING";"0551R26071454";"01/07/2026";"9234,56";"9234,56";"9234,56";"INTEGREE"
"GAZ";"0688K2607WXP4";"01/07/2026";"-525,14";"-525,14";"-525,14";"INTEGREE"
"ING";"0551R26071499";"01/07/2026";"618";"618";"618";"INTEGREE"
"GAZ";"0688K2607WXY5";"01/07/2026";"-586,79";"-586,79";"-586,79";"INTEGREE"
"ING";"0551R26071382";"01/07/2026";"556,2";"556,2";"556,2";"INTEGREE"
"GAZ";"0688K2607WXN4";"01/07/2026";"-107,3";"-107,3";"-107,3";"INTEGREE"
"BIO";"0367M26074493";"01/07/2026";"2167,77";"2167,77";"2167,77";"INTEGREE"
"ING";"0001R2607SRY8";"01/07/2026";"79818,82";"";"";"ABSENTE"
"GAZ";"0688K2607WXU6";"01/07/2026";"144,3";"144,3";"144,3";"INTEGREE"
"HAC";"0804O2607RQX6";"01/07/2026";"571,6";"571,6";"571,6";"INTEGREE"
"HAC";"0804O2607RQX9";"01/07/2026";"5415,12";"5415,12";"5415,12";"INTEGREE"
"HAC";"0804O2607RQX7";"01/07/2026";"2485,54";"2485,54";"2485,54";"INTEGREE"
"HAC";"0804O2607RQX4";"01/07/2026";"2716,56";"2716,56";"2716,56";"INTEGREE"
"HAC";"0804O2607RQY1";"01/07/2026";"-86502,48";"-86502,48";"-86502,48";"INTEGREE"
"HAC";"0804O2607RQY8";"01/07/2026";"77540,23";"77540,23";"77540,23";"INTEGREE"
"HAC";"0804O2607RQY2";"01/07/2026";"-8361,08";"-8361,08";"-8361,08";"INTEGREE"
"HAC";"0804O2607RQY7";"01/07/2026";"5454,32";"5454,32";"5454,32";"INTEGREE"
"HAC";"0804O2607RQY3";"01/07/2026";"-18346,38";"-18346,38";"-18346,38";"INTEGREE"
"HAC";"0804O2607RQY5";"01/07/2026";"18346,38";"18346,38";"18346,38";"INTEGREE"
"HAC";"0804O2607RQY4";"01/07/2026";"-11989,33";"-11989,33";"-11989,33";"INTEGREE"
"HAC";"0804O2607RQY6";"01/07/2026";"20055,04";"20055,04";"20055,04";"INTEGREE"
"GAZ";"0688K2607WWM9";"01/07/2026";"-330,77";"-330,77";"-330,77";"INTEGREE"
"GAZ";"0688K2607WXK4";"01/07/2026";"2432,22";"2432,22";"2432,22";"INTEGREE"
"GAZ";"0688K2607WWN0";"01/07/2026";"-279,95";"-279,95";"-279,95";"INTEGREE"
"GAZ";"0688K2607WXK5";"01/07/2026";"1934";"1934";"1934";"INTEGREE"
"GAZ";"0688K2607WWN1";"01/07/2026";"-114,75";"-114,75";"-114,75";"INTEGREE"
"GAZ";"0688K2607WXK6";"01/07/2026";"572,09";"572,09";"572,09";"INTEGREE"
"GAZ";"0688K2607WWN2";"01/07/2026";"-7490,56";"-7490,56";"-7490,56";"INTEGREE"
"GAZ";"0688K2607WWN4";"01/07/2026";"-440,9";"-440,9";"-440,9";"INTEGREE"
"ING";"0001C2607USH4";"01/07/2026";"-10847,94";"-10847,94";"-10847,94";"INTEGREE"
"ING";"0001C2607XCR8";"01/07/2026";"10847,94";"10847,94";"10847,94";"INTEGREE"
"ING";"0001C2607USH6";"01/07/2026";"-10847,94";"-10847,94";"-10847,94";"INTEGREE"
"ING";"0001C2607XCR9";"01/07/2026";"10847,94";"10847,94";"10847,94";"INTEGREE"
