512512;0001;11884990;NOT;DEB/M;88
512583;0001;11884991;NOT;DEB/M;91
512671;0001;11884992;NOT;DEB/M;88
512690;0348;11884993;NOT;DEB/M;130
512713;0001;11884994;NOT;DEB/M;85
512714;0001;11884995;NOT;DEB/M;89
512716;0119;11884996;NOT;DEB/M;249
512737;0001;11884997;NOT;DEB/M;91
512772;0001;11884998;NOT;DEB/M;88
512779;0001;11884999;NOT;DEB/M;85
512814;0119;11885000;NOT;DEB/M;249
512819;0001;11885001;NOT;DEB/M;86
512820;0001;11885002;NOT;DEB/M;86
512831;0001;11885003;NOT;DEB/M;85
512833;0001;11885004;NOT;DEB/M;91
512897;0001;11885005;NOT;DEB/M;87
512932;0001;11885006;NOT;DEB/M;91
512983;0001;11885007;NOT;DEB/M;86
512994;0001;11885008;NOT;DEB/M;88
513015;0001;11885009;NOT;DEB/M;88
513026;0001;11885010;NOT;DEB/M;91
513050;0001;11885011;NOT;DEB/M;89
513061;0001;11885012;NOT;DEB/M;86
513066;0119;11885013;NOT;DEB/M;249
513073;0001;11885014;NOT;DEB/M;89
513080;0630;11885015;NOT;DEB/M;140
513081;0441;11885016;NOT;DEB/M;107
513087;0001;11885017;NOT;DEB/M;85
513090;0001;11885018;NOT;DEB/M;91
513092;0001;11885019;NOT;DEB/M;88
513095;0001;11885020;NOT;DEB/M;91
513106;0001;11885021;NOT;DEB/M;88
513107;0001;11885022;NOT;DEB/M;88
513113;0001;11885023;NOT;DEB/M;86
513114;0001;11885024;NOT;DEB/M;89
513115;0001;11885025;NOT;DEB/M;88
513117;0001;11885026;NOT;DEB/M;87
513128;0119;11885027;NOT;DEB/M;249
513130;0001;11885028;NOT;DEB/M;87
513138;0001;11885029;NOT;DEB/M;86
513145;0001;11885030;NOT;DEB/M;88
513148;0001;11885031;NOT;DEB/M;85
513155;0001;11885032;NOT;DEB/M;88
513162;0001;11885033;NOT;DEB/M;87
513175;0001;11885034;NOT;DEB/M;89
513181;0001;11885035;NOT;DEB/M;90
513183;0001;11885036;NOT;DEB/M;89
513189;0001;11885037;NOT;DEB/M;85
513194;0001;11885038;NOT;DEB/M;89
513204;0001;11885039;NOT;DEB/M;91
513214;0001;11885040;NOT;DEB/M;86
513217;0001;11885041;NOT;DEB/M;89
513219;0001;11885042;NOT;DEB/M;87
513237;0001;11885043;NOT;DEB/M;90
513239;0001;11885044;NOT;DEB/M;85
513260;0001;11885045;NOT;DEB/M;91
513262;0001;11885046;NOT;DEB/M;89
513265;0001;11885047;NOT;DEB/M;89
513267;0001;11885048;NOT;DEB/M;89
513270;0001;11885049;NOT;DEB/M;89
513271;0001;11885050;NOT;DEB/M;89
513272;0001;11885051;NOT;DEB/M;89
513273;0001;11885052;NOT;DEB/M;89
513276;0001;11885053;NOT;DEB/M;90
513281;0001;11885054;NOT;DEB/M;86
513282;0001;11885055;NOT;DEB/M;86
513292;0001;11885056;NOT;DEB/M;89
513293;0001;11885057;NOT;DEB/M;86
513294;0502;11885058;NOT;DEB/M;8102
513295;0001;11885059;NOT;DEB/M;88
513299;0119;11885060;NOT;DEB/M;249
513304;0119;11885061;NOT;DEB/M;249
513308;0001;11885062;NOT;DEB/M;90
513311;0001;11885063;NOT;DEB/M;91
513314;0001;11885064;NOT;DEB/M;82
513315;0514;11885065;NOT;DEB/M;232
513327;0001;11885066;NOT;DEB/M;91
513333;0001;11885067;NOT;DEB/M;85
513334;0001;11885068;NOT;DEB/M;88
513336;0001;11885069;NOT;DEB/M;85
513342;0001;11885070;NOT;DEB/M;88
513349;0001;11885071;NOT;DEB/M;88
513351;0001;11885072;NOT;DEB/M;89
513361;0001;11885073;NOT;DEB/M;89
513362;0001;11885074;NOT;DEB/M;88
513375;0001;11885075;NOT;DEB/M;82
513376;0001;11885076;NOT;DEB/M;87
513381;0001;11885077;NOT;DEB/M;87
513383;0001;11885078;NOT;DEB/M;90
513400;0001;11885079;NOT;DEB/M;85
513403;0001;11885080;NOT;DEB/M;86
513406;0001;11885081;NOT;DEB/M;87
513412;0001;11885082;NOT;DEB/M;91
513416;0001;11885083;NOT;DEB/M;91
513421;0001;11885084;NOT;DEB/M;91
513427;0001;11885085;NOT;DEB/M;87
513430;0001;11885086;NOT;DEB/M;88
513432;0001;11885087;NOT;DEB/M;88
513438;0001;11885088;NOT;DEB/M;91
513443;0001;11885089;NOT;DEB/M;91
513444;0001;11885090;NOT;DEB/M;87
513445;0001;11885091;NOT;DEB/M;91
513451;0001;11885092;NOT;DEB/M;91
513456;0001;11885093;NOT;DEB/M;91
513459;0514;11885094;NOT;DEB/M;232
513461;0001;11885095;NOT;DEB/M;88
513463;0001;11885096;NOT;DEB/M;91
513466;0001;11885097;NOT;DEB/M;88
513479;0001;11885098;NOT;DEB/M;89
513482;0001;11885099;NOT;DEB/M;86
513484;0001;11885100;NOT;DEB/M;89
513486;0001;11885101;NOT;DEB/M;89
513487;0001;11885102;NOT;DEB/M;89
513494;0001;11885103;NOT;DEB/M;90
513500;0514;11885104;NOT;DEB/M;232
513505;0001;11885105;NOT;DEB/M;89
513521;0001;11885106;NOT;DEB/M;89
513525;0001;11885107;NOT;DEB/M;91
513531;0800;11885108;NOT;DEB/M;407
513537;0441;11885109;NOT;DEB/M;107
513540;0001;11885110;NOT;DEB/M;88
513542;0001;11885111;NOT;DEB/M;86
513544;0001;11885112;NOT;DEB/M;86
513546;0001;11885113;NOT;DEB/M;88
513547;0001;11885114;NOT;DEB/M;88
513549;0001;11885115;NOT;DEB/M;91
513560;0001;11885116;NOT;DEB/M;89
513576;0001;11885117;NOT;DEB/M;91
513608;0001;11885118;NOT;DEB/M;90
513629;0001;11885119;NOT;DEB/M;85
513657;0001;11885120;NOT;DEB/M;88
513671;0001;11885121;NOT;DEB/M;85
513772;0001;11885122;NOT;DEB/M;87
513773;0001;11885123;NOT;DEB/M;87
