509234;0119;10,00;2
509234;0119;20,00;3
509234;0119;5,50;4
509290;0001;10,00;1
509290;0001;5,50;2
509336;0001;0,00;1
509336;0001;10,00;2
509336;0001;20,00;3
509336;0001;5,50;4
510023;0001;0,00;1
510023;0001;10,00;2
510023;0001;20,00;3
510023;0001;5,50;4
510268;0001;0,00;1
510268;0001;10,00;2
510323;0001;10,00;1
510334;0001;0,00;1
510605;0001;0,00;1
510605;0001;10,00;2
510645;0001;0,00;1
510645;0001;10,00;2
510645;0001;20,00;3
510645;0001;5,50;4
510792;0001;10,00;1
510804;0001;10,00;1
510804;0001;5,50;2
511042;0001;10,00;1
511178;0001;10,00;1
511178;0001;5,50;2
511217;0373;0,00;1
511293;0001;0,00;1
511293;0001;10,00;2
511293;0001;20,00;3
511299;0001;10,00;1
511299;0001;20,00;2
511299;0001;5,50;3
511353;0001;10,00;1
511370;0001;0,00;1
511375;0001;0,00;1
511375;0001;10,00;2
511375;0001;20,00;3
511375;0001;5,50;4
511446;0001;0,00;1
511446;0001;10,00;2
511545;0441;0,00;1
511545;0441;10,00;2
511574;0119;0,00;1
511574;0119;10,00;2
511589;0001;0,00;1
511679;0001;10,00;1
511777;0001;0,00;1
511777;0001;10,00;2
511793;0001;0,00;1
511793;0001;20,00;2
511883;0001;10,00;1
511896;0001;10,00;1
511896;0001;5,50;2
512008;0001;10,00;1
512033;0001;0,00;1
512084;0001;0,00;1
512103;0001;0,00;1
512103;0001;10,00;2
512239;0001;10,00;1
512299;0001;10,00;1
512299;0001;5,50;2
512315;0119;0,00;1
512323;0001;0,00;1
512366;0001;10,00;1
512382;0001;0,00;1
512382;0001;20,00;2
512450;0001;10,00;1
512457;0001;0,00;1
512472;0001;10,00;1
512472;0001;20,00;2
512472;0001;5,50;3
512475;0001;0,00;1
512475;0001;10,00;2
512475;0001;20,00;3
512475;0001;5,50;4
512512;0001;20,00;1
512583;0001;0,00;1
512583;0001;10,00;2
512671;0001;0,00;1
512690;0348;0,00;1
512690;0348;10,00;2
512713;0001;0,00;1
512713;0001;10,00;2
512713;0001;5,50;3
512714;0001;0,00;1
512714;0001;10,00;2
512714;0001;20,00;3
512714;0001;5,50;4
512716;0119;10,00;1
512716;0119;5,50;2
512737;0001;0,00;1
512772;0001;0,00;1
512779;0001;5,50;1
512814;0119;0,00;1
512819;0001;0,00;1
512820;0001;0,00;1
512831;0001;0,00;1
512831;0001;10,00;2
512833;0001;0,00;1
512833;0001;10,00;2
512833;0001;20,00;3
512897;0001;0,00;1
512932;0001;0,00;1
512932;0001;10,00;2
512932;0001;5,50;3
512983;0001;10,00;1
512983;0001;20,00;2
512994;0001;0,00;1
513015;0001;0,00;1
513015;0001;10,00;2
513015;0001;20,00;3
513015;0001;5,50;4
513026;0001;20,00;1
513050;0001;0,00;1
513050;0001;10,00;2
513061;0001;0,00;1
513061;0001;20,00;2
513066;0119;5,50;1
513073;0001;0,00;1
513080;0630;0,00;1
513081;0441;0,00;1
513081;0441;10,00;2
513081;0441;20,00;3
513081;0441;5,50;4
513087;0001;0,00;1
513087;0001;10,00;2
513087;0001;20,00;3
513090;0001;0,00;1
513090;0001;10,00;2
513090;0001;20,00;3
513090;0001;5,50;4
513092;0001;0,00;1
513095;0001;0,00;1
513106;0001;10,00;1
513106;0001;20,00;2
513106;0001;5,50;3
513107;0001;0,00;1
513107;0001;10,00;2
513113;0001;10,00;1
513113;0001;20,00;2
513113;0001;5,50;3
513114;0001;0,00;1
513115;0001;0,00;1
513115;0001;10,00;2
513115;0001;20,00;3
513117;0001;10,00;1
513128;0119;0,00;1
513130;0001;0,00;1
513130;0001;10,00;2
513130;0001;20,00;3
513138;0001;20,00;1
513145;0001;10,00;1
513145;0001;5,50;2
513148;0001;10,00;1
513148;0001;5,50;2
513155;0001;0,00;1
513155;0001;5,50;2
513162;0001;0,00;1
513175;0001;10,00;1
513181;0001;20,00;1
513183;0001;0,00;1
513183;0001;10,00;2
513183;0001;5,50;3
513189;0001;0,00;1
513189;0001;10,00;2
513189;0001;20,00;3
513189;0001;5,50;4
513194;0001;20,00;1
513204;0001;0,00;1
513204;0001;10,00;2
513204;0001;5,50;3
513214;0001;0,00;1
513217;0001;0,00;1
513219;0001;10,00;1
513237;0001;20,00;1
513239;0001;20,00;1
513239;0001;5,50;2
513260;0001;10,00;1
513260;0001;20,00;2
513262;0001;0,00;1
513265;0001;0,00;1
513267;0001;0,00;1
513270;0001;0,00;1
513271;0001;0,00;1
513272;0001;0,00;1
513273;0001;0,00;1
513276;0001;0,00;1
513276;0001;20,00;2
513281;0001;20,00;1
513282;0001;10,00;1
513282;0001;5,50;2
513292;0001;10,00;1
513293;0001;0,00;1
513294;0502;0,00;1
513295;0001;10,00;1
513299;0119;0,00;1
513299;0119;10,00;2
513299;0119;5,50;3
513304;0119;0,00;1
513304;0119;10,00;2
513308;0001;0,00;1
513308;0001;10,00;2
513311;0001;0,00;1
513314;0001;10,00;1
513315;0514;20,00;1
513327;0001;5,50;1
513333;0001;0,00;1
513333;0001;10,00;2
513333;0001;20,00;3
513334;0001;10,00;1
513334;0001;20,00;2
513336;0001;10,00;1
513342;0001;5,50;1
513349;0001;0,00;1
513349;0001;10,00;2
513351;0001;20,00;1
513361;0001;0,00;1
513362;0001;0,00;1
513375;0001;10,00;1
513376;0001;0,00;1
513381;0001;10,00;1
513383;0001;20,00;1
513400;0001;10,00;1
513403;0001;10,00;1
513406;0001;10,00;1
513412;0001;20,00;1
513416;0001;10,00;1
513421;0001;20,00;1
513427;0001;10,00;1
513427;0001;5,50;2
513430;0001;20,00;1
513432;0001;10,00;1
513438;0001;0,00;1
513438;0001;20,00;2
513443;0001;0,00;1
513443;0001;10,00;2
513443;0001;5,50;3
513444;0001;10,00;1
513444;0001;5,50;2
513445;0001;20,00;1
513451;0001;10,00;1
513456;0001;0,00;1
513456;0001;10,00;2
513459;0514;10,00;1
513459;0514;20,00;2
513461;0001;0,00;1
513461;0001;10,00;2
513461;0001;20,00;3
513461;0001;5,50;4
513463;0001;20,00;1
513466;0001;20,00;1
513479;0001;10,00;1
513482;0001;10,00;1
513484;0001;0,00;1
513484;0001;10,00;2
513486;0001;20,00;1
513487;0001;20,00;1
513494;0001;10,00;1
513500;0514;10,00;1
513500;0514;5,50;2
513505;0001;10,00;1
513521;0001;0,00;1
513521;0001;10,00;2
513521;0001;20,00;3
513525;0001;10,00;1
513531;0800;10,00;1
513531;0800;20,00;2
513537;0441;10,00;1
513540;0001;5,50;1
513542;0001;10,00;1
513542;0001;20,00;2
513542;0001;5,50;3
513544;0001;10,00;1
513546;0001;10,00;1
513547;0001;10,00;1
513549;0001;0,00;1
513560;0001;10,00;1
513560;0001;20,00;2
513576;0001;10,00;1
513608;0001;20,00;1
513629;0001;10,00;1
513657;0001;0,00;1
513671;0001;0,00;1
513772;0001;0,00;1
513773;0001;10,00;1
513773;0001;20,00;2
513773;0001;5,50;3
