"Folio";"Type";"Date";"Nom fichier transmis";"App Amont Nb piéce";"App Amont Débit";"App Amont Crédit";"SI Finance Nb piece";"SI Finance Débit";"SI Finance Crédit";"Ecarts Nb Piece";"Ecarts Débit";"Ecarts Crédit";"Somme Amont Fichier";"Somme Ecart Fichier";"Montant Interface OA";"Nb Pieces OA";"Montant OA ";"Ecart Nb Piece Calcule";"Ecart Mt Calcule";"Statut Verification"
"ING";"FOURNISSEURS";"23/07/2026";"FAC02_SRC_FACTURESFOURNISSEURS_230726-011334_ST_FAC02_639203660148625572_001";"0";"0";"0";"5";"9059822,08";"9059822,08";"-5";"-9059822,08";"-9059822,08";"0";"-9059822,08";"9059822,08";"5";"9059822,08";"-5";"-9059822,08";"KO"
"ING";"FOURNISSEURS";"03/07/2026";"FAC02_SRC_FACTURESFOURNISSEURS_020726-060434_ST_FAC02_639185690741033341_001";"326";"3748960,62";"3748960,62";"325";"3669141,8";"3669141,8";"1";"79818,82";"79818,82";"3748960,62";"79818,82";"3669141,8";"325";"3669141,8";"1";"79818,82";"KO"
"NOT";"FOURNISSEURS";"25/07/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260725231703";"12";"304,83";"304,83";"0";"0";"0";"12";"304,83";"304,83";"304,83";"304,83";"0";"0";"0";"12";"304,83";"KO"
"NOT";"FOURNISSEURS";"24/07/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260723003803";"0";"0";"0";"3";"445,46";"445,46";"-3";"-445,46";"-445,46";"142880,74";"182,66";"142747,94";"576";"142747,94";"-576";"-142747,94";"KO"
"NOT";"FOURNISSEURS";"24/07/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260724235054";"253";"55090,9";"55090,9";"0";"0";"0";"253";"55090,9";"55090,9";"55090,9";"55090,9";"0";"0";"0";"253";"55090,9";"KO"
"NOT";"FOURNISSEURS";"23/07/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260723003803";"577";"142880,74";"142880,74";"573";"142252,62";"142302,48";"4";"628,12";"578,26";"142880,74";"182,66";"142747,94";"576";"142747,94";"1";"132,80";"KO"
"RNE";"CLIENTS";"25/07/2026";"FAC02_SRC_FACTURESCLIENTS_250726-010912_ST_FAC02_639205385526489354_001";"1";"1616,4";"1616,4";"0";"0";"0";"1";"1616,4";"1616,4";"1616,4";"1616,4";"0";"0";"0";"1";"1616,4";"KO"
"SVB";"CLIENTS";"25/07/2026";"FAC02_SRC_FACTURESCLIENTS_250726-010912_ST_FAC02_639205385526489354_001";"22";"657190,54";"657190,54";"0";"0";"0";"22";"657190,54";"657190,54";"657190,54";"657190,54";"0";"0";"0";"22";"657190,54";"KO"
"SVB";"CLIENTS";"17/07/2026";"FAC02_SRC_FACTURESCLIENTS_170726-015646_ST_FAC02_639198502069887139_001";"202";"5628580,65";"5628580,65";"0";"0";"0";"202";"5628580,65";"5628580,65";"5628580,65";"5628580,65";"0";"202";"5628580,65";"0";"0,00";"OK"
"SVD";"CLIENTS";"25/07/2026";"FAC02_SRC_FACTURESCLIENTS_250726-010912_ST_FAC02_639205385526489354_001";"495";"78651,63";"78651,63";"0";"0";"0";"495";"78651,63";"78651,63";"78651,63";"78651,63";"0";"0";"0";"495";"78651,63";"KO"
"SVD";"CLIENTS";"17/07/2026";"FAC02_SRC_FACTURESCLIENTS_170726-015646_ST_FAC02_639198502069887139_001";"2685";"708609,06";"708609,06";"0";"0";"0";"2685";"708609,06";"708609,06";"708609,06";"708609,06";"0";"2685";"708609,06";"0";"0,00";"OK"
"VTC";"CLIENTS";"25/07/2026";"FAC02_SRC_FACTURESCLIENTS_250726-010912_ST_FAC02_639205385526489354_001";"28";"143179,12";"143179,12";"0";"0";"0";"28";"143179,12";"143179,12";"143179,12";"143179,12";"0";"0";"0";"28";"143179,12";"KO"
"VTC";"CLIENTS";"17/07/2026";"FAC02_SRC_FACTURESCLIENTS_170726-015646_ST_FAC02_639198502069887139_001";"10";"80671,79";"80671,79";"0";"0";"0";"10";"80671,79";"80671,79";"80671,79";"80671,79";"0";"10";"80671,79";"0";"0,00";"OK"
