guid;fichier_source;nb_dk;nb_dk_fin01;nb_oracle_source;montant_dk_entete;montant_dk;montant_dk_fin01_entete;montant_dk_fin01;montant_oracle_source;euro_lines;statut_lignes;statut_montant
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0169DRWEXP-20260922-49096267_20260922-011543.txt;;2;2;;;5706848;5706848;5706848;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0198DLSEXP-20260922-49096267_20260922-011543.txt;;2;2;;;6412200;6412200;6412200;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0222DLSEXP-20260922-49096267_20260922-011543.txt;;6;6;;;2191330;2191330;2191330;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0241DMSEXP-20260922-49096267_20260922-011543.txt;;1;1;;;39000;39000;39000;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0245DLSEXP-20260922-49096267_20260922-011543.txt;;35;35;;;84392701;84392701;84392701;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0261DLSEXP-20260922-49096267_20260922-011543.txt;;5;5;;;1344023;1344023;1344023;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0306DCWEXP-20260922-49096267_20260922-011542.txt;;5;5;;;1009601;1009601;1009601;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0322DCWEXP-20260922-49096267_20260922-011542.txt;;4;4;;;3595974;3595974;3595974;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0348DCWEXP-20260922-49096267_20260922-011542.txt;;26;26;;;12427681;12427681;12427681;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0350DNAEXP-20260922-49096267_20260922-011543.txt;;1;1;;;26387;26387;26387;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0357DMSEXP-20260922-49096267_20260922-011543.txt;;2;2;;;755880;755880;755880;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0360DCWEXP-20260922-49096267_20260922-011542.txt;;3;3;;;2705574;2705574;2705574;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0364DSWEXP-20260922-49096267_20260922-011543.txt;;2;2;;;698700;698700;698700;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0367DNAEXP-20260922-49096267_20260922-011543.txt;;1;1;;;105600;105600;105600;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0367DOSEXP-20260922-49096267_20260922-011543.txt;;13;13;;;53092092;53092092;53092092;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0380DNAEXP-20260922-49096267_20260922-011543.txt;;14;14;;;12551698;12551698;12551698;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0392DNAEXP-20260922-49096267_20260922-011543.txt;;1;1;;;199680;199680;199680;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0393DMSEXP-20260922-49096267_20260922-011543.txt;;1;1;;;67638;67638;67638;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0394DRWEXP-20260922-49096267_20260922-011543.txt;;1;1;;;117516;117516;117516;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0399DNAEXP-20260922-49096267_20260922-011543.txt;;3;3;;;1593140;1593140;1593140;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0400DMSEXP-20260922-49096267_20260922-011543.txt;;2;2;;;331121;331121;331121;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0401DRWEXP-20260922-49096267_20260922-011543.txt;;7;7;;;8786171;8786171;8786171;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0403DNAEXP-20260922-49096267_20260922-011543.txt;;2;2;;;345480;345480;345480;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0412DNAEXP-20260922-49096267_20260922-011543.txt;;1;1;;;23520;23520;23520;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0414DRWEXP-20260922-49096267_20260922-011543.txt;;5;5;;;1529132;1529132;1529132;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0416DCWEXP-20260922-49096267_20260922-011542.txt;;1;1;;;206460;206460;206460;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0441DMSEXP-20260922-49096267_20260922-011543.txt;;47;47;;;14180643;14180643;14180643;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0452DLSEXP-20260922-49096267_20260922-011543.txt;;14;14;;;23976551;23976551;23976551;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0460DLSEXP-20260922-49096267_20260922-011543.txt;;1;1;;;187200;187200;187200;1;OK;OK
422e22ba8ad641eb8f761635ded5c171;DK_FIN01_30003-0461DEWEXP-20260922-49096267_20260922-011542.txt;;4;4;;;1796281;1796281;1796281;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0470DNAEXP-20260922-49096267_20260922-011543.txt;;9;9;;;3878795;3878795;3878795;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0476DEWEXP-20260922-49096267_20260922-011542.txt;;14;14;;;20377964;20377964;20377964;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0478DCWEXP-20260922-49096267_20260922-011542.txt;;1;1;;;60360;60360;60360;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0480DEWEXP-20260922-49096267_20260922-011542.txt;;3;3;;;7626326;7626326;7626326;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0484DRWEXP-20260922-49096267_20260922-011543.txt;;1;1;;;2377700;2377700;2377700;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0486DSWEXP-20260922-49096267_20260922-011543.txt;;1;1;;;91051;91051;91051;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0490DEWEXP-20260922-49096267_20260922-011542.txt;;5;5;;;11493706;11493706;11493706;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0490DOSEXP-20260922-49096267_20260922-011543.txt;;3;3;;;6161466;6161466;6161466;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0490DRWEXP-20260922-49096267_20260922-011543.txt;;2;2;;;1691295;1691295;1691295;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0511DNAEXP-20260922-49096267_20260922-011543.txt;;1;1;;;31746;31746;31746;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0514DNAEXP-20260922-49096267_20260922-011543.txt;;12;12;;;3104909;3104909;3104909;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0523DSWEXP-20260922-49096267_20260922-011543.txt;;8;8;;;6642684;6642684;6642684;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0525DSWEXP-20260922-49096267_20260922-011543.txt;;1;1;;;212784;212784;212784;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0531DRWEXP-20260922-49096267_20260922-011543.txt;;1;1;;;2337989;2337989;2337989;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0534DSWEXP-20260922-49096267_20260922-011543.txt;;2;2;;;189600;189600;189600;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0540DCWEXP-20260922-49096267_20260922-011542.txt;;4;4;;;2114292;2114292;2114292;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0542DSWEXP-20260922-49096267_20260922-011543.txt;;1;1;;;76800;76800;76800;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0551DRWEXP-20260922-49096267_20260922-011543.txt;;20;20;;;30237566;30237566;30237566;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0558DMSEXP-20260922-49096267_20260922-011543.txt;;1;1;;;107570;107570;107570;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0577DRWEXP-20260922-49096267_20260922-011543.txt;;2;2;;;308590;308590;308590;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0653DRWEXP-20260922-49096267_20260922-011543.txt;;1;1;;;86072;86072;86072;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0656DSWEXP-20260922-49096267_20260922-011542.txt;;1;1;;;53299;53299;53299;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0658DOSEXP-20260922-49096267_20260922-011543.txt;;2;2;;;131400;131400;131400;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0675DEWEXP-20260922-49096267_20260922-011542.txt;;2;2;;;210107;210107;210107;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0683DSWEXP-20260922-49096267_20260922-011542.txt;;4;4;;;4620983;4620983;4620983;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0691DEWEXP-20260922-49096267_20260922-011542.txt;;6;6;;;1451396;1451396;1451396;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0691DNAEXP-20260922-49096267_20260922-011543.txt;;6;6;;;719781;719781;719781;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0693DCWEXP-20260922-49096267_20260922-011542.txt;;5;5;;;1329991;1329991;1329991;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0713DNAEXP-20260922-49096267_20260922-011543.txt;;1;1;;;90405;90405;90405;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0744DSWEXP-20260922-49096267_20260922-011542.txt;;1;1;;;111871;111871;111871;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0804DCWEXP-20260922-49096267_20260922-011542.txt;;1;1;;;116786;116786;116786;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0804DOSEXP-20260922-49096267_20260922-011543.txt;;3;3;;;2032941;2032941;2032941;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0808DSWEXP-20260922-49096267_20260922-011542.txt;;3;3;;;499980;499980;499980;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0820DNAEXP-20260922-49096267_20260922-011543.txt;;3;3;;;856675;856675;856675;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0829DNAEXP-20260922-49096267_20260922-011543.txt;;1;1;;;6785;6785;6785;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30003-0930DEWEXP-20260922-49096267_20260922-011542.txt;;16;16;;;7557892;7557892;7557892;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0013DLSEXP-20260922-49096267_20260922-011542.txt;;1;1;;;185952;185952;185952;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0028DRWEXP-20260922-49096267_20260922-011543.txt;;3;3;;;5101359;5101359;5101359;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0070DRWEXP-20260922-49096267_20260922-011543.txt;;1;1;;;64080;64080;64080;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0078DSWEXP-20260922-49096267_20260922-011543.txt;;1;1;;;189000;189000;189000;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0079DCWEXP-20260922-49096267_20260922-011542.txt;;1;1;;;55320;55320;55320;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0102DMSEXP-20260922-49096267_20260922-011543.txt;;2;2;;;264985;264985;264985;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0113DSWEXP-20260922-49096267_20260922-011543.txt;;1;1;;;16303;16303;16303;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0119DOSEXP-20260922-49096267_20260922-011543.txt;;56;56;;;112565414;112565414;112565414;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0149DSWEXP-20260922-49096267_20260922-011543.txt;;2;2;;;9339024;9339024;9339024;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0166DCWEXP-20260922-49096267_20260922-011542.txt;;1;1;;;179784;179784;179784;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0167DRWEXP-20260922-49096267_20260922-011543.txt;;4;4;;;1364860;1364860;1364860;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0284DEWEXP-20260922-49096267_20260922-011542.txt;;2;2;;;107383;107383;107383;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0300DMSEXP-20260922-49096267_20260922-011543.txt;;6;6;;;6024725;6024725;6024725;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0326DRWEXP-20260922-49096267_20260922-011543.txt;;1;1;;;83988;83988;83988;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0330DSWEXP-20260922-49096267_20260922-011543.txt;;2;2;;;506040;506040;506040;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0346DSWEXP-20260922-49096267_20260922-011543.txt;;2;2;;;809280;809280;809280;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0349DNAEXP-20260922-49096267_20260922-011543.txt;;3;3;;;486582;486582;486582;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0358DLSEXP-20260922-49096267_20260922-011543.txt;;2;2;;;212832;212832;212832;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0361DMSEXP-20260922-49096267_20260922-011543.txt;;1;1;;;39590;39590;39590;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0362DRWEXP-20260922-49096267_20260922-011543.txt;;2;2;;;1379000;1379000;1379000;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0363DMSEXP-20260922-49096267_20260922-011543.txt;;10;10;;;3305842;3305842;3305842;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0373DSWEXP-20260922-49096267_20260922-011543.txt;;11;11;;;3939944;3939944;3939944;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0374DRWEXP-20260922-49096267_20260922-011543.txt;;1;1;;;519600;519600;519600;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0375DMSEXP-20260922-49096267_20260922-011543.txt;;1;1;;;161640;161640;161640;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0382DSWEXP-20260922-49096267_20260922-011543.txt;;1;1;;;56400;56400;56400;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0383DMSEXP-20260922-49096267_20260922-011543.txt;;1;1;;;1750320;1750320;1750320;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0388DCWEXP-20260922-49096267_20260922-011542.txt;;1;1;;;308994;308994;308994;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0397DNAEXP-20260922-49096267_20260922-011543.txt;;1;1;;;2638888;2638888;2638888;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0415DEWEXP-20260922-49096267_20260922-011542.txt;;1;1;;;8609;8609;8609;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0420DMSEXP-20260922-49096267_20260922-011543.txt;;1;1;;;48552;48552;48552;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0420DNAEXP-20260922-49096267_20260922-011543.txt;;2;2;;;125984;125984;125984;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0444DLSEXP-20260922-49096267_20260922-011543.txt;;2;2;;;366000;366000;366000;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0450DCWEXP-20260922-49096267_20260922-011542.txt;;1;1;;;337200;337200;337200;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0453DRWEXP-20260922-49096267_20260922-011543.txt;;1;1;;;207600;207600;207600;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0502DMSEXP-20260922-49096267_20260922-011543.txt;;11;11;;;3482798;3482798;3482798;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0505DMSEXP-20260922-49096267_20260922-011543.txt;;1;1;;;13668;13668;13668;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0507DEWEXP-20260922-49096267_20260922-011542.txt;;1;1;;;276000;276000;276000;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0512DLSEXP-20260922-49096267_20260922-011543.txt;;3;3;;;296046;296046;296046;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0535DCWEXP-20260922-49096267_20260922-011542.txt;;1;1;;;267328;267328;267328;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0600DSWEXP-20260922-49096267_20260922-011543.txt;;2;2;;;349234;349234;349234;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0605DSWEXP-20260922-49096267_20260922-011542.txt;;2;2;;;3103044;3103044;3103044;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0613DSWEXP-20260922-49096267_20260922-011542.txt;;2;2;;;782680;782680;782680;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0628DSWEXP-20260922-49096267_20260922-011542.txt;;1;1;;;4384044;4384044;4384044;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0630DCWEXP-20260922-49096267_20260922-011542.txt;;18;18;;;76098768;76098768;76098768;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0631DRWEXP-20260922-49096267_20260922-011543.txt;;3;3;;;1371424;1371424;1371424;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0661DSWEXP-20260922-49096267_20260922-011542.txt;;1;1;;;326880;326880;326880;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0756DMSEXP-20260922-49096267_20260922-011543.txt;;6;6;;;2623285;2623285;2623285;1;OK;OK
e7fc2c2f36f74f11a20f41c8749cf6b5;DK_FIN01_30004-0800DEWEXP-20260922-49096267_20260922-011542.txt;;11;11;;;7574611;7574611;7574611;1;OK;OK
fa2b0030f4eb46d29fb9a2f5682d86a1;DK_FIN01_30003-0222DLSGPX-20260922-49099585_20260922-031402.txt;;1;1;;;104777;104777;104777;1;OK;OK
fa2b0030f4eb46d29fb9a2f5682d86a1;DK_FIN01_30003-0525DSWGPX-20260922-49099585_20260922-031402.txt;;1;1;;;124786;124786;124786;1;OK;OK
fa2b0030f4eb46d29fb9a2f5682d86a1;DK_FIN01_30004-0001DLSGPX-20260922-49099585_20260922-031402.txt;;2;2;;;1998339;1998339;1998339;1;OK;OK
fa2b0030f4eb46d29fb9a2f5682d86a1;DK_FIN01_30004-0001DMSGPX-20260922-49099585_20260922-031402.txt;;2;2;;;593855;593855;593855;1;OK;OK
fa2b0030f4eb46d29fb9a2f5682d86a1;DK_FIN01_30004-0001DOSGPX-20260922-49099585_20260922-031402.txt;;1;1;;;285120;285120;285120;1;OK;OK
fa2b0030f4eb46d29fb9a2f5682d86a1;DK_FIN01_30004-0001DSWGPX-20260922-49099585_20260922-031402.txt;;1;1;;;6003883;6003883;6003883;1;OK;OK
fa2b0030f4eb46d29fb9a2f5682d86a1;DK_FIN01_30004-0119DOSGPX-20260922-49099585_20260922-031402.txt;;1;1;;;664560;664560;664560;1;OK;OK
