NUMERO_PIECE;DATE_ARRETE_COMPTABLE;DEVISE;SOCIETE;COMPTE_LOCAL;PARTENAIRE;CENTRE_FINANCE;TACHE;MONTANT_DEBIT;MONTANT_CREDIT;LIBELLE;CODE_FOLIO;TYPE_EVENEMENT;TYPE_DEPENSE;QUANTITE;DATE_PIECE_COMPTABLE;REGION;EDF_FLUX;EDF_CLEF_REFERENCE_01;EDF_DATE_VALEUR;EDF_NUM_OPERATION;EDF_CLEF_REFERENCE_02;FLAG_TVA;EDF_DATE_FACTURE;CODE_TAXE;EDF_REFERENCE_FACTURE;EDF_MONTANT_FACTURE
0000006013;27/07/2026;EUR;0001;609990;0;B00001055Z;GT1725112E;121.57;0;GT1725112E;THO;;MAIN  D'OEUVRE AU THO;1.94;27/07/2026;B00000008J;;;;;;;;;;
0000006014;27/07/2026;EUR;0348;609990;0;B00001589F;GX1681417B;2250.00;0;GX1681417B;THO;;MAIN  D'OEUVRE AU THO;30.0;27/07/2026;B00000004E;;;;;;;;;;
0000006015;27/07/2026;EUR;0001;609990;0;B00002366N;GX1678320G;1248.00;0;GX1678320G;THO;;MAIN  D'OEUVRE AU THO;16.0;27/07/2026;B00000005F;;;;;;;;;;
0000006016;27/07/2026;EUR;0119;609990;0;B00002533D;GX1748991P;167.40;0;GX1748991P;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000001B;;;;;;;;;;
0000006017;27/07/2026;EUR;0001;609990;0;B00001506L;GT1658255F;243.63;0;GT1658255F;THO;;MAIN  D'OEUVRE AU THO;3.62;27/07/2026;B00000003D;;;;;;;;;;
0000006018;27/07/2026;EUR;0245;609990;0;B00001824Y;GX1512552J;75682.00;0;GX1512552J;THO;;MAIN  D'OEUVRE AU THO;958.0;27/07/2026;B00000006G;;;;;;;;;;
0000006019;27/07/2026;EUR;0001;609990;0;B00003063F;GX1718210L;124.00;0;GX1718210L;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000006G;;;;;;;;;;
0000006020;27/07/2026;EUR;0001;609990;0;B00001069P;GX1744752Y;152.00;0;GX1744752Y;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000005F;;;;;;;;;;
0000006021;27/07/2026;EUR;0001;609990;0;B00003229V;GX1713804E;62.66;0;GX1713804E;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000008J;;;;;;;;;;
0000006022;27/07/2026;EUR;0001;609990;0;B00002730C;GX1648244E;2920.00;0;GX1648244E;THO;;MAIN  D'OEUVRE AU THO;40.0;27/07/2026;B00000006G;;;;;;;;;;
0000006023;27/07/2026;EUR;0348;609990;0;B00001590G;GT1713665X;356.25;0;GT1713665X;THO;;MAIN  D'OEUVRE AU THO;4.75;27/07/2026;B00000004E;;;;;;;;;;
0000006024;27/07/2026;EUR;0001;609990;0;B00002751B;GT1681310E;460.04;0;GT1681310E;THO;;MAIN  D'OEUVRE AU THO;7.42;27/07/2026;B00000006G;;;;;;;;;;
0000006025;27/07/2026;EUR;0001;609990;0;B00001537X;GX1690290J;126.18;0;GX1690290J;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000003D;;;;;;;;;;
0000006026;27/07/2026;EUR;0001;609990;0;B00001321B;GT1735750T;280.55;0;GT1735750T;THO;;MAIN  D'OEUVRE AU THO;3.62;27/07/2026;B00000002C;;;;;;;;;;
0000006027;27/07/2026;EUR;0001;609990;0;B00001252Y;GX1734923D;534.96;0;GX1734923D;THO;;MAIN  D'OEUVRE AU THO;8.0;27/07/2026;B00000008J;;;;;;;;;;
0000006028;27/07/2026;EUR;0001;609990;0;B00001217H;GX1674616Y;593.19;0;GX1674616Y;THO;;MAIN  D'OEUVRE AU THO;9.0;27/07/2026;B00000008J;;;;;;;;;;
0000006029;27/07/2026;EUR;0001;609990;0;B00001258E;GX1743394E;6028.03;0;GX1743394E;THO;;MAIN  D'OEUVRE AU THO;102.5;27/07/2026;B00000008J;;;;;;;;;;
0000006030;27/07/2026;EUR;0001;609990;0;B00001118W;GX1746110R;116.13;0;GX1746110R;THO;;MAIN  D'OEUVRE AU THO;1.47;27/07/2026;B00000005F;;;;;;;;;;
0000006031;27/07/2026;EUR;0001;609990;0;B00003166Y;GX1729356C;252.36;0;GX1729356C;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000003D;;;;;;;;;;
0000006032;27/07/2026;EUR;0119;609990;0;B00002531B;GX1743969H;2678.40;0;GX1743969H;THO;;MAIN  D'OEUVRE AU THO;48.0;27/07/2026;B00000001B;;;;;;;;;;
0000006033;27/07/2026;EUR;0001;609990;0;B00002974E;GX1607368E;3175.86;0;GX1607368E;THO;;MAIN  D'OEUVRE AU THO;41.0;27/07/2026;B00000007H;;;;;;;;;;
0000006034;27/07/2026;EUR;0401;609990;0;B00001301D;GT1650666G;275.96;0;GT1650666G;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000002C;;;;;;;;;;
0000006035;27/07/2026;EUR;0001;609990;0;B00001311P;GT1733397V;692.85;0;GT1733397V;THO;;MAIN  D'OEUVRE AU THO;8.94;27/07/2026;B00000002C;;;;;;;;;;
0000006036;27/07/2026;EUR;0693;609990;0;B00001569H;GT1631184T;570.00;0;GT1631184T;THO;;MAIN  D'OEUVRE AU THO;10.0;27/07/2026;B00000004E;;;;;;;;;;
0000006037;27/07/2026;EUR;0001;609990;0;B00003224N;GT1691720J;884.88;0;GT1691720J;THO;;MAIN  D'OEUVRE AU THO;12.29;27/07/2026;B00000005F;;;;;;;;;;
0000006038;27/07/2026;EUR;0001;609990;0;B00001547H;GT1711404C;587.00;0;GT1711404C;THO;;MAIN  D'OEUVRE AU THO;10.0;27/07/2026;B00000003D;;;;;;;;;;
0000006039;27/07/2026;EUR;0001;609990;0;B00003086G;GX1718614W;706.70;0;GX1718614W;THO;;MAIN  D'OEUVRE AU THO;9.55;27/07/2026;B00000006G;;;;;;;;;;
0000006040;27/07/2026;EUR;0001;609990;0;B00001380T;GX1726090R;1273.40;0;GX1726090R;THO;;MAIN  D'OEUVRE AU THO;17.92;27/07/2026;B00000007H;;;;;;;;;;
0000006041;27/07/2026;EUR;0001;609990;0;B00002767V;GX1756300W;201.00;0;GX1756300W;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000006G;;;;;;;;;;
0000006042;27/07/2026;EUR;0001;609990;0;B00001566E;GT1667281M;1.34;0;GT1667281M;THO;;MAIN  D'OEUVRE AU THO;0.02;27/07/2026;B00000004E;;;;;;;;;;
0000006043;27/07/2026;EUR;0001;609990;0;B00001076Y;GT1634202Y;531.24;0;GT1634202Y;THO;;MAIN  D'OEUVRE AU THO;6.99;27/07/2026;B00000005F;;;;;;;;;;
0000006044;27/07/2026;EUR;0001;609990;0;B00001090N;GT1738358G;109.03;0;GT1738358G;THO;;MAIN  D'OEUVRE AU THO;1.74;27/07/2026;B00000008J;;;;;;;;;;
0000006045;27/07/2026;EUR;0001;609990;0;B00001078A;GX1758383M;186.00;0;GX1758383M;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000005F;;;;;;;;;;
0000006046;27/07/2026;EUR;0001;609990;0;B00001355P;GX1733502N;1273.20;0;GX1733502N;THO;;MAIN  D'OEUVRE AU THO;17.01;27/07/2026;B00000007H;;;;;;;;;;
0000006047;27/07/2026;EUR;0001;609990;0;B00001524G;GT1743583V;538.40;0;GT1743583V;THO;;MAIN  D'OEUVRE AU THO;8.0;27/07/2026;B00000003D;;;;;;;;;;
0000006048;27/07/2026;EUR;0001;609990;0;B00001246R;GX1747203H;552.53;0;GX1747203H;THO;;MAIN  D'OEUVRE AU THO;7.5;27/07/2026;B00000008J;;;;;;;;;;
0000006049;27/07/2026;EUR;0551;609990;0;B00002847K;GX1728730R;3484.50;0;GX1728730R;THO;;MAIN  D'OEUVRE AU THO;46.0;27/07/2026;B00000002C;;;;;;;;;;
0000006050;27/07/2026;EUR;0001;609990;0;B00001547H;GX1735013F;820.17;0;GX1735013F;THO;;MAIN  D'OEUVRE AU THO;13.0;27/07/2026;B00000003D;;;;;;;;;;
0000006051;27/07/2026;EUR;0001;609990;0;B00001092R;GX1727016T;313.56;0;GX1727016T;THO;;MAIN  D'OEUVRE AU THO;4.02;27/07/2026;B00000005F;;;;;;;;;;
0000006052;27/07/2026;EUR;0001;609990;0;B00001816N;GX1680440R;949.39;0;GX1680440R;THO;;MAIN  D'OEUVRE AU THO;14.17;27/07/2026;B00000006G;;;;;;;;;;
0000006053;27/07/2026;EUR;0001;609990;0;B00001094T;GT1718972C;288.00;0;GT1718972C;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000005F;;;;;;;;;;
0000006054;27/07/2026;EUR;0001;609990;0;B00001311P;GT1706157P;232.50;0;GT1706157P;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000002C;;;;;;;;;;
0000006055;27/07/2026;EUR;0001;609990;0;B00001118W;GX1726328L;124.03;0;GX1726328L;THO;;MAIN  D'OEUVRE AU THO;1.57;27/07/2026;B00000005F;;;;;;;;;;
0000006056;27/07/2026;EUR;0001;609990;0;B00001575P;GX1730750L;283.29;0;GX1730750L;THO;;MAIN  D'OEUVRE AU THO;3.99;27/07/2026;B00000004E;;;;;;;;;;
0000006057;27/07/2026;EUR;0001;609990;0;B00001486N;GT1709896N;58.56;0;GT1709896N;THO;;MAIN  D'OEUVRE AU THO;0.87;27/07/2026;B00000003D;;;;;;;;;;
0000006058;27/07/2026;EUR;0001;609990;0;B00001223P;GT1691318C;131.50;0;GT1691318C;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000008J;;;;;;;;;;
0000006059;27/07/2026;EUR;0373;609990;0;B00001491V;GX1557628G;1491.60;0;GX1557628G;THO;;MAIN  D'OEUVRE AU THO;30.0;27/07/2026;B00000003D;;;;;;;;;;
0000006060;27/07/2026;EUR;0401;609990;0;B00001301D;GX1724506R;275.96;0;GX1724506R;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000002C;;;;;;;;;;
0000006061;27/07/2026;EUR;0001;609990;0;B00001353M;GX1357130T;2976.40;0;GX1357130T;THO;;MAIN  D'OEUVRE AU THO;40.0;27/07/2026;B00000007H;;;;;;;;;;
0000006062;27/07/2026;EUR;0001;609990;0;B00001223P;GX1740876T;53.92;0;GX1740876T;THO;;MAIN  D'OEUVRE AU THO;0.82;27/07/2026;B00000008J;;;;;;;;;;
0000006063;27/07/2026;EUR;0001;609990;0;B00001231Z;GT1754296T;263.00;0;GT1754296T;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000008J;;;;;;;;;;
0000006064;27/07/2026;EUR;0001;609990;0;B00001787F;GX1747129Z;63.51;0;GX1747129Z;THO;;MAIN  D'OEUVRE AU THO;0.87;27/07/2026;B00000006G;;;;;;;;;;
0000006065;27/07/2026;EUR;0001;609990;0;B00001569H;GT1388181D;228.00;0;GT1388181D;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000004E;;;;;;;;;;
0000006066;27/07/2026;EUR;0245;609990;0;B00003299Z;GX1490981X;57196.00;0;GX1490981X;THO;;MAIN  D'OEUVRE AU THO;724.0;27/07/2026;B00000006G;;;;;;;;;;
0000006067;27/07/2026;EUR;0001;609990;0;B00001780Y;GX1737371K;271.92;0;GX1737371K;THO;;MAIN  D'OEUVRE AU THO;4.12;27/07/2026;B00000006G;;;;;;;;;;
0000006068;27/07/2026;EUR;0001;609990;0;B00001524G;GT1704374N;1050.56;0;GT1704374N;THO;;MAIN  D'OEUVRE AU THO;15.61;27/07/2026;B00000003D;;;;;;;;;;
0000006069;27/07/2026;EUR;0001;609990;0;B00002751B;GT1316934R;325.50;0;GT1316934R;THO;;MAIN  D'OEUVRE AU THO;5.25;27/07/2026;B00000006G;;;;;;;;;;
0000006070;27/07/2026;EUR;0001;609990;0;B00001117V;GX1721683H;158.00;0;GX1721683H;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000005F;;;;;;;;;;
0000006071;27/07/2026;EUR;0001;609990;0;B00001355P;GX1704412G;2533.68;0;GX1704412G;THO;;MAIN  D'OEUVRE AU THO;33.85;27/07/2026;B00000007H;;;;;;;;;;
0000006072;27/07/2026;EUR;0001;609990;0;B00001780Y;GT1734200G;132.00;0;GT1734200G;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000006G;;;;;;;;;;
0000006073;27/07/2026;EUR;0001;609990;0;B00001527K;GX1740449H;131.24;0;GX1740449H;THO;;MAIN  D'OEUVRE AU THO;1.95;27/07/2026;B00000003D;;;;;;;;;;
0000006074;27/07/2026;EUR;0001;609990;0;B00003307H;GX1708944G;100.82;0;GX1708944G;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000008J;;;;;;;;;;
0000006075;27/07/2026;EUR;0348;609990;0;B00001636J;GX1682876J;150.00;0;GX1682876J;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000004E;;;;;;;;;;
0000006076;27/07/2026;EUR;0001;609990;0;B00001561Z;GT1731435P;560.00;0;GT1731435P;THO;;MAIN  D'OEUVRE AU THO;8.0;27/07/2026;B00000004E;;;;;;;;;;
0000006077;27/07/2026;EUR;0001;609990;0;B00002962R;GX1722703S;126.40;0;GX1722703S;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000007H;;;;;;;;;;
0000006078;27/07/2026;EUR;0001;609990;0;B00001050T;GT1691603B;250.64;0;GT1691603B;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000008J;;;;;;;;;;
0000006079;27/07/2026;EUR;0245;609990;0;B00001824Y;GX1429419P;2528.00;0;GX1429419P;THO;;MAIN  D'OEUVRE AU THO;32.0;27/07/2026;B00000006G;;;;;;;;;;
0000006080;27/07/2026;EUR;0001;609990;0;B00002984R;GT1731878T;1481.44;0;GT1731878T;THO;;MAIN  D'OEUVRE AU THO;20.51;27/07/2026;B00000007H;;;;;;;;;;
0000006081;27/07/2026;EUR;0001;609990;0;B00001524G;GX1734684G;228.15;0;GX1734684G;THO;;MAIN  D'OEUVRE AU THO;3.39;27/07/2026;B00000003D;;;;;;;;;;
0000006082;27/07/2026;EUR;0001;609990;0;B00002880Y;GX1742452J;63.09;0;GX1742452J;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000003D;;;;;;;;;;
0000006083;27/07/2026;EUR;0001;609990;0;B00001788G;GX1739329K;66.00;0;GX1739329K;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000006G;;;;;;;;;;
0000006084;27/07/2026;EUR;0001;609990;0;B00003120W;GX1740517K;129.50;0;GX1740517K;THO;;MAIN  D'OEUVRE AU THO;2.09;27/07/2026;B00000007H;;;;;;;;;;
0000006085;27/07/2026;EUR;0001;609990;0;B00001069P;GX1708427V;2660.00;0;GX1708427V;THO;;MAIN  D'OEUVRE AU THO;35.0;27/07/2026;B00000005F;;;;;;;;;;
0000006086;27/07/2026;EUR;0001;609990;0;B00001077Z;GT1655445M;993.75;0;GT1655445M;THO;;MAIN  D'OEUVRE AU THO;13.25;27/07/2026;B00000005F;;;;;;;;;;
0000006087;27/07/2026;EUR;0001;609990;0;B00002719P;GX1703451P;468.00;0;GX1703451P;THO;;MAIN  D'OEUVRE AU THO;6.0;27/07/2026;B00000005F;;;;;;;;;;
0000006088;27/07/2026;EUR;0001;609990;0;B00001792L;GX1692079S;511.00;0;GX1692079S;THO;;MAIN  D'OEUVRE AU THO;7.0;27/07/2026;B00000006G;;;;;;;;;;
0000006089;27/07/2026;EUR;0001;609990;0;B00001051V;GT1728482J;62.66;0;GT1728482J;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000008J;;;;;;;;;;
0000006090;27/07/2026;EUR;0001;609990;0;B00001530N;GT1737053Z;235.55;0;GT1737053Z;THO;;MAIN  D'OEUVRE AU THO;3.5;27/07/2026;B00000003D;;;;;;;;;;
0000006091;27/07/2026;EUR;0119;609990;0;B00002521P;GX1730464L;1046.00;0;GX1730464L;THO;;MAIN  D'OEUVRE AU THO;20.0;27/07/2026;B00000001B;;;;;;;;;;
0000006092;27/07/2026;EUR;0001;609990;0;B00001117V;GT1661970C;237.00;0;GT1661970C;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000005F;;;;;;;;;;
0000006093;27/07/2026;EUR;0001;609990;0;B00001503H;GT1749941V;185.08;0;GT1749941V;THO;;MAIN  D'OEUVRE AU THO;2.75;27/07/2026;B00000003D;;;;;;;;;;
0000006094;27/07/2026;EUR;0001;609990;0;B00001747K;GT1725983V;108.78;0;GT1725983V;THO;;MAIN  D'OEUVRE AU THO;1.47;27/07/2026;B00000006G;;;;;;;;;;
0000006095;27/07/2026;EUR;0001;609990;0;B00002366N;GT1646473S;156.00;0;GT1646473S;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000005F;;;;;;;;;;
0000006096;27/07/2026;EUR;0001;609990;0;B00001568G;GX1728064J;160.65;0;GX1728064J;THO;;MAIN  D'OEUVRE AU THO;2.55;27/07/2026;B00000004E;;;;;;;;;;
0000006097;27/07/2026;EUR;0001;609990;0;B00001787F;GX1743068J;70.81;0;GX1743068J;THO;;MAIN  D'OEUVRE AU THO;0.97;27/07/2026;B00000006G;;;;;;;;;;
0000006098;27/07/2026;EUR;0001;609990;0;B00001503H;GT1717638L;134.60;0;GT1717638L;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000003D;;;;;;;;;;
0000006099;27/07/2026;EUR;0119;609990;0;B00002645F;GX1531848L;8856.00;0;GX1531848L;THO;;MAIN  D'OEUVRE AU THO;164.0;27/07/2026;B00000001B;;;;;;;;;;
0000006100;27/07/2026;EUR;0001;609990;0;B00001788G;GX1749517M;330.00;0;GX1749517M;THO;;MAIN  D'OEUVRE AU THO;5.0;27/07/2026;B00000006G;;;;;;;;;;
0000006101;27/07/2026;EUR;0119;609990;0;B00002525V;GX1743014Y;3657.60;0;GX1743014Y;THO;;MAIN  D'OEUVRE AU THO;72.0;27/07/2026;B00000001B;;;;;;;;;;
0000006102;27/07/2026;EUR;0001;609990;0;B00001255B;GX1722733B;403.28;0;GX1722733B;THO;;MAIN  D'OEUVRE AU THO;8.0;27/07/2026;B00000008J;;;;;;;;;;
0000006103;27/07/2026;EUR;0001;609990;0;B00001227V;GT1708395H;256.24;0;GT1708395H;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000008J;;;;;;;;;;
0000006104;27/07/2026;EUR;0001;609990;0;B00001227V;GT1671514Y;192.18;0;GT1671514Y;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000008J;;;;;;;;;;
0000006105;27/07/2026;EUR;0001;609990;0;B00002863D;GT1736599H;135.12;0;GT1736599H;THO;;MAIN  D'OEUVRE AU THO;2.05;27/07/2026;B00000008J;;;;;;;;;;
0000006106;27/07/2026;EUR;0001;609990;0;B00002747X;GT1712888N;256.98;0;GT1712888N;THO;;MAIN  D'OEUVRE AU THO;3.3;27/07/2026;B00000007H;;;;;;;;;;
0000006107;27/07/2026;EUR;0001;609990;0;B00001116T;GX1716547X;237.00;0;GX1716547X;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000005F;;;;;;;;;;
0000006108;27/07/2026;EUR;0001;609990;0;B00001299B;GT1655323Z;275.96;0;GT1655323Z;THO;;MAIN  D'OEUVRE AU THO;4.0;27/07/2026;B00000002C;;;;;;;;;;
0000006109;27/07/2026;EUR;0001;609990;0;B00003206T;GX1734879D;2871.00;0;GX1734879D;THO;;MAIN  D'OEUVRE AU THO;50.0;27/07/2026;B00000002C;;;;;;;;;;
0000006110;27/07/2026;EUR;0001;609990;0;B00001573M;GT1742583H;292.60;0;GT1742583H;THO;;MAIN  D'OEUVRE AU THO;3.85;27/07/2026;B00000004E;;;;;;;;;;
0000006111;27/07/2026;EUR;0119;609990;0;B00002629M;GX1733717H;6696.00;0;GX1733717H;THO;;MAIN  D'OEUVRE AU THO;124.0;27/07/2026;B00000001B;;;;;;;;;;
0000006112;27/07/2026;EUR;0001;609990;0;B00001573M;GT1753984N;247.00;0;GT1753984N;THO;;MAIN  D'OEUVRE AU THO;3.25;27/07/2026;B00000004E;;;;;;;;;;
0000006113;27/07/2026;EUR;0001;609990;0;B00002511D;GX1727655V;1231.65;0;GX1727655V;THO;;MAIN  D'OEUVRE AU THO;21.0;27/07/2026;B00000008J;;;;;;;;;;
0000006114;27/07/2026;EUR;0001;609990;0;B00001940E;GX1387872C;2130.00;0;GX1387872C;THO;;MAIN  D'OEUVRE AU THO;30.0;27/07/2026;B00000005F;;;;;;;;;;
0000006115;27/07/2026;EUR;0001;609990;0;B00001226T;GT1730062E;128.12;0;GT1730062E;THO;;MAIN  D'OEUVRE AU THO;2.0;27/07/2026;B00000008J;;;;;;;;;;
0000006116;27/07/2026;EUR;0001;609990;0;B00001787F;GT1721774L;1216.18;0;GT1721774L;THO;;MAIN  D'OEUVRE AU THO;16.66;27/07/2026;B00000006G;;;;;;;;;;
0000006117;27/07/2026;EUR;0001;609990;0;B00001249V;GX1730818N;1.67;0;GX1730818N;THO;;MAIN  D'OEUVRE AU THO;0.02;27/07/2026;B00000008J;;;;;;;;;;
0000006118;27/07/2026;EUR;0001;609990;0;B00001544E;GT1725302W;310.93;0;GT1725302W;THO;;MAIN  D'OEUVRE AU THO;4.62;27/07/2026;B00000003D;;;;;;;;;;
0000006119;27/07/2026;EUR;0001;609990;0;B00001229X;GT1733537D;986.25;0;GT1733537D;THO;;MAIN  D'OEUVRE AU THO;15.0;27/07/2026;B00000008J;;;;;;;;;;
0000006120;27/07/2026;EUR;0001;609990;0;B00001109K;GX1599034J;237.00;0;GX1599034J;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000005F;;;;;;;;;;
0000006121;27/07/2026;EUR;0001;609990;0;B00001069P;GX1746054C;228.00;0;GX1746054C;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000005F;;;;;;;;;;
0000006122;27/07/2026;EUR;0001;609990;0;B00003015B;GT1708234A;1408.80;0;GT1708234A;THO;;MAIN  D'OEUVRE AU THO;24.0;27/07/2026;B00000003D;;;;;;;;;;
0000006123;27/07/2026;EUR;0001;609990;0;B00001116T;GX1716548Y;790.00;0;GX1716548Y;THO;;MAIN  D'OEUVRE AU THO;10.0;27/07/2026;B00000005F;;;;;;;;;;
0000006124;27/07/2026;EUR;0001;609990;0;B00001527K;GT1732073P;2040.00;0;GT1732073P;THO;;MAIN  D'OEUVRE AU THO;32.0;27/07/2026;B00000003D;;;;;;;;;;
0000006125;27/07/2026;EUR;0001;609990;0;B00002691H;GT1710675Z;85.51;0;GT1710675Z;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000007H;;;;;;;;;;
0000006126;27/07/2026;EUR;0001;609990;0;B00001747K;GX1681640E;74.00;0;GX1681640E;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000006G;;;;;;;;;;
0000006127;27/07/2026;EUR;0001;609990;0;B00001295X;GX1719727K;17.25;0;GX1719727K;THO;;MAIN  D'OEUVRE AU THO;0.25;27/07/2026;B00000002C;;;;;;;;;;
0000006128;27/07/2026;EUR;0800;609990;0;B00003172E;GX1748651D;638.48;0;GX1748651D;THO;;MAIN  D'OEUVRE AU THO;8.0;27/07/2026;B00000007H;;;;;;;;;;
0000006129;27/07/2026;EUR;0001;609990;0;B00003063F;GX1718836Y;155.00;0;GX1718836Y;THO;;MAIN  D'OEUVRE AU THO;2.5;27/07/2026;B00000006G;;;;;;;;;;
0000006130;27/07/2026;EUR;0001;609990;0;B00001527K;GT1713492A;74.03;0;GT1713492A;THO;;MAIN  D'OEUVRE AU THO;1.1;27/07/2026;B00000003D;;;;;;;;;;
0000006131;27/07/2026;EUR;0001;609990;0;B00001575P;GT1192794Y;3231.52;0;GT1192794Y;THO;;MAIN  D'OEUVRE AU THO;42.52;27/07/2026;B00000004E;;;;;;;;;;
0000006132;27/07/2026;EUR;0001;609990;0;B00001803Z;GT1664137P;289.44;0;GT1664137P;THO;;MAIN  D'OEUVRE AU THO;4.32;27/07/2026;B00000006G;;;;;;;;;;
0000006133;27/07/2026;EUR;0001;609990;0;B00002713H;GX1707567S;66.00;0;GX1707567S;THO;;MAIN  D'OEUVRE AU THO;1.0;27/07/2026;B00000005F;;;;;;;;;;
0000006134;27/07/2026;EUR;0551;609990;0;B00002847K;GX1750804A;2651.25;0;GX1750804A;THO;;MAIN  D'OEUVRE AU THO;35.0;27/07/2026;B00000002C;;;;;;;;;;
0000006135;27/07/2026;EUR;0001;609990;0;B00002862C;GX1738066A;106.78;0;GX1738066A;THO;;MAIN  D'OEUVRE AU THO;1.62;27/07/2026;B00000008J;;;;;;;;;;
0000006136;27/07/2026;EUR;0693;609990;0;B00001569H;GT1715924N;798.00;0;GT1715924N;THO;;MAIN  D'OEUVRE AU THO;14.0;27/07/2026;B00000004E;;;;;;;;;;
0000006137;27/07/2026;EUR;0348;609990;0;B00001590G;GX1680237K;202.50;0;GX1680237K;THO;;MAIN  D'OEUVRE AU THO;2.7;27/07/2026;B00000004E;;;;;;;;;;
0000006138;27/07/2026;EUR;0001;609990;0;B00003120W;GX1709285V;179.69;0;GX1709285V;THO;;MAIN  D'OEUVRE AU THO;2.9;27/07/2026;B00000007H;;;;;;;;;;
0000006139;27/07/2026;EUR;0119;609990;0;B00002793Z;GX1756074N;383.40;0;GX1756074N;THO;;MAIN  D'OEUVRE AU THO;9.0;27/07/2026;B00000001B;;;;;;;;;;
0000006140;27/07/2026;EUR;0001;609990;0;B00001216G;GX1719267M;94.92;0;GX1719267M;THO;;MAIN  D'OEUVRE AU THO;1.44;27/07/2026;B00000008J;;;;;;;;;;
0000006141;27/07/2026;EUR;0001;609990;0;B00001550L;GT1747509F;201.90;0;GT1747509F;THO;;MAIN  D'OEUVRE AU THO;3.0;27/07/2026;B00000003D;;;;;;;;;;
0000006142;27/07/2026;EUR;0001;609990;0;B00002742R;GX1705462A;1946.75;0;GX1705462A;THO;;MAIN  D'OEUVRE AU THO;25.0;27/07/2026;B00000007H;;;;;;;;;;
0000006143;27/07/2026;EUR;0800;609990;0;B00003174G;GX1744829K;279.34;0;GX1744829K;THO;;MAIN  D'OEUVRE AU THO;3.5;27/07/2026;B00000007H;;;;;;;;;;
0000006144;27/07/2026;EUR;0348;609990;0;B00001590G;GT1747679Z;261.75;0;GT1747679Z;THO;;MAIN  D'OEUVRE AU THO;3.49;27/07/2026;B00000004E;;;;;;;;;;
0000006145;27/07/2026;EUR;0001;609990;0;B00001584A;GX1743449S;201.64;0;GX1743449S;THO;;MAIN  D'OEUVRE AU THO;2.84;27/07/2026;B00000004E;;;;;;;;;;
0000006146;27/07/2026;EUR;0001;609990;0;B00001803Z;GX1582304Y;1.34;0;GX1582304Y;THO;;MAIN  D'OEUVRE AU THO;0.02;27/07/2026;B00000006G;;;;;;;;;;
0000006147;27/07/2026;EUR;0551;609990;0;B00002598C;GX1744704T;627.84;0;GX1744704T;THO;;MAIN  D'OEUVRE AU THO;8.0;27/07/2026;B00000002C;;;;;;;;;;
0000006148;27/07/2026;EUR;0001;609990;0;B00001380T;GX1735829H;65.38;0;GX1735829H;THO;;MAIN  D'OEUVRE AU THO;0.92;27/07/2026;B00000007H;;;;;;;;;;
0000006149;27/07/2026;EUR;0001;609990;0;B00001489S;GT1743556N;131.24;0;GT1743556N;THO;;MAIN  D'OEUVRE AU THO;1.95;27/07/2026;B00000003D;;;;;;;;;;
