Date arrêté comptable;Code société;Compte local;ID fournisseur externe;Code tâche;Code folio;Libellé;Quantité;Type;Montant;Devise;Date de pièce comptable;Numéro de pièce;Taux de TVA;Nature1;Nature2;Type de TVA;Date d'échéance;ID scan facture;Origine scan facture;Code région
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008707 650000607940  ;8,39600;STANDARD;3,440000;EUR;07/08/2026;650000607940;20,000;GAZ - MECANISME CPB;WIRE;DED_20.00D;07/08/2026;DS0001_ENGIE_10082026_001.PDF;MAN;B00000003D
26/08/2026;0001;445660;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008707 650000607940  ;0,00001;STANDARD;177,370000;EUR;07/08/2026;650000607940;20,000;;WIRE;DED_20.00D;07/08/2026;DS0001_ENGIE_10082026_001.PDF;MAN;B00000003D
26/08/2026;0001;401100;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008708 820001572271  ;0,00001;STANDARD;1117,500000;EUR;06/08/2026;820001572271;;;WIRE;;06/08/2026;DS0001_ENGIE_10082026_002.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008708 820001572271  ;9,97800;STANDARD;369,900000;EUR;06/08/2026;820001572271;20,000;DEBOURS P1 GAZ PARTIES FIXES;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_002.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008708 820001572271  ;8,97800;STANDARD;317,190000;EUR;06/08/2026;820001572271;20,000;DEBOURS P1 GAZ;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_002.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008708 820001572271  ;1,00000;STANDARD;38,390000;EUR;06/08/2026;820001572271;20,000;DEBOURS P1 GAZ PARTIES FIXES;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_002.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008708 820001572271  ;8,97800;STANDARD;147,150000;EUR;06/08/2026;820001572271;20,000;TICGN GAZ;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_002.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008708 820001572271  ;1,00000;STANDARD;54,540000;EUR;06/08/2026;820001572271;20,000;DEBOURS P1 GAZ PARTIES FIXES;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_002.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008708 820001572271  ;1,00000;STANDARD;0,400000;EUR;06/08/2026;820001572271;20,000;DEBOURS P1 GAZ DISTRIBUTION;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_002.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008708 820001572271  ;8,97800;STANDARD;3,680000;EUR;06/08/2026;820001572271;20,000;GAZ - MECANISME CPB;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_002.PDF;MAN;B00000003D
26/08/2026;0001;445660;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008708 820001572271  ;0,00001;STANDARD;186,250000;EUR;06/08/2026;820001572271;20,000;;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_002.PDF;MAN;B00000003D
26/08/2026;0001;401100;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008709 820001572272  ;0,00001;STANDARD;1077,250000;EUR;06/08/2026;820001572272;;;WIRE;;06/08/2026;DS0001_ENGIE_10082026_003.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008709 820001572272  ;9,27100;STANDARD;373,220000;EUR;06/08/2026;820001572272;20,000;DEBOURS P1 GAZ PARTIES FIXES;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_003.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008709 820001572272  ;8,27100;STANDARD;292,210000;EUR;06/08/2026;820001572272;20,000;DEBOURS P1 GAZ;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_003.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008709 820001572272  ;1,00000;STANDARD;38,390000;EUR;06/08/2026;820001572272;20,000;DEBOURS P1 GAZ PARTIES FIXES;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_003.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008709 820001572272  ;8,27100;STANDARD;135,560000;EUR;06/08/2026;820001572272;20,000;TICGN GAZ;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_003.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008709 820001572272  ;1,00000;STANDARD;54,540000;EUR;06/08/2026;820001572272;20,000;DEBOURS P1 GAZ PARTIES FIXES;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_003.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008709 820001572272  ;1,00000;STANDARD;0,400000;EUR;06/08/2026;820001572272;20,000;DEBOURS P1 GAZ DISTRIBUTION;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_003.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008709 820001572272  ;8,27100;STANDARD;3,390000;EUR;06/08/2026;820001572272;20,000;GAZ - MECANISME CPB;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_003.PDF;MAN;B00000003D
26/08/2026;0001;445660;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008709 820001572272  ;0,00001;STANDARD;179,540000;EUR;06/08/2026;820001572272;20,000;;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_003.PDF;MAN;B00000003D
26/08/2026;0001;401100;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008710 820001572273  ;0,00001;STANDARD;1094,410000;EUR;06/08/2026;820001572273;;;WIRE;;06/08/2026;DS0001_ENGIE_10082026_004.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008710 820001572273  ;1,00000;STANDARD;318,840000;EUR;06/08/2026;820001572273;20,000;DEBOURS P1 GAZ PARTIES FIXES;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_004.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008710 820001572273  ;9,28600;STANDARD;328,070000;EUR;06/08/2026;820001572273;20,000;DEBOURS P1 GAZ;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_004.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008710 820001572273  ;1,00000;STANDARD;38,390000;EUR;06/08/2026;820001572273;20,000;DEBOURS P1 GAZ PARTIES FIXES;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_004.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008710 820001572273  ;9,28600;STANDARD;152,200000;EUR;06/08/2026;820001572273;20,000;TICGN GAZ;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_004.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008710 820001572273  ;1,00000;STANDARD;0,400000;EUR;06/08/2026;820001572273;20,000;DEBOURS P1 GAZ DISTRIBUTION;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_004.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008710 820001572273  ;9,28600;STANDARD;70,300000;EUR;06/08/2026;820001572273;20,000;DEBOURS P1 CEE TIERS;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_004.PDF;MAN;B00000003D
26/08/2026;0001;602210;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008710 820001572273  ;9,28600;STANDARD;3,810000;EUR;06/08/2026;820001572273;20,000;GAZ - MECANISME CPB;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_004.PDF;MAN;B00000003D
26/08/2026;0001;445660;70095-FRA59783-A;GL1145860N;CEG;FAC GAZGI008710 820001572273  ;0,00001;STANDARD;182,400000;EUR;06/08/2026;820001572273;20,000;;WIRE;DED_20.00D;06/08/2026;DS0001_ENGIE_10082026_004.PDF;MAN;B00000003D
26/08/2026;0001;401100;18288-FRA37911;GL0218481Z;CEC;FAC CHA 1068644460  ;0,00001;STANDARD;20509,070000;EUR;03/07/2026;1068644460;;;EFT;;03/07/2026;DLS0001NORT500P062026.pdf;MAN;B00000006G
26/08/2026;0001;606100;18288-FRA37911;GL0218481Z;CEC;FAC CHA 1068644460  ;16833,00000;STANDARD;9057,390000;EUR;03/07/2026;1068644460;5,500;ACHAT EAU P1;EFT;DED_05.50D;03/07/2026;DLS0001NORT500P062026.pdf;MAN;B00000006G
26/08/2026;0001;606100;18288-FRA37911;GL0218481Z;CEC;FAC CHA 1068644460  ;12626,00000;STANDARD;9957,740000;EUR;03/07/2026;1068644460;10,000;ACHAT EAU P1;EFT;DED_10.00D;03/07/2026;DLS0001NORT500P062026.pdf;MAN;B00000006G
26/08/2026;0001;445660;18288-FRA37911;GL0218481Z;CEC;FAC CHA 1068644460  ;0,00001;STANDARD;498,160000;EUR;03/07/2026;1068644460;5,500;;EFT;DED_05.50D;03/07/2026;DLS0001NORT500P062026.pdf;MAN;B00000006G
26/08/2026;0001;445660;18288-FRA37911;GL0218481Z;CEC;FAC CHA 1068644460  ;0,00001;STANDARD;995,780000;EUR;03/07/2026;1068644460;10,000;;EFT;DED_10.00D;03/07/2026;DLS0001NORT500P062026.pdf;MAN;B00000006G
26/08/2026;0001;401100;S00106748-FRA92800;GL0023584A;CEC;FAC CHA 094045833700000034015499 9404583 37 / 6209637 ;0,00001;STANDARD;21814,790000;EUR;29/06/2026;094045833700000034015499;;;WIRE;;29/06/2026;094045833700000034015499.pdf;MAN;B00000002C
26/08/2026;0001;602218;S00106748-FRA92800;GL0023584A;CEC;FAC CHA 094045833700000034015499 9404583 37 / 6209637 ;3853,00000;STANDARD;2617,730000;EUR;29/06/2026;094045833700000034015499;10,000;DEBOURS CHALEUR;WIRE;DED_10.00D;29/06/2026;094045833700000034015499.pdf;MAN;B00000002C
26/08/2026;0001;606100;S00106748-FRA92800;GL0023584A;CEC;FAC CHA 094045833700000034015499 9404583 37 / 6209637 ;3853,00000;STANDARD;2697,100000;EUR;29/06/2026;094045833700000034015499;0,000;ACHAT EAU P1;WIRE;DED_00.00D;29/06/2026;094045833700000034015499.pdf;MAN;B00000002C
26/08/2026;0001;606100;S00106748-FRA92800;GL0023584A;CEC;FAC CHA 094045833700000034015499 9404583 37 / 6209637 ;26974,00000;STANDARD;8694,730000;EUR;29/06/2026;094045833700000034015499;5,500;ACHAT EAU P1;WIRE;DED_05.50D;29/06/2026;094045833700000034015499.pdf;MAN;B00000002C
26/08/2026;0001;606100;S00106748-FRA92800;GL0023584A;CEC;FAC CHA 094045833700000034015499 9404583 37 / 6209637 ;7706,00000;STANDARD;6422,950000;EUR;29/06/2026;094045833700000034015499;10,000;ACHAT EAU P1;WIRE;DED_10.00D;29/06/2026;094045833700000034015499.pdf;MAN;B00000002C
26/08/2026;0001;445660;S00106748-FRA92800;GL0023584A;CEC;FAC CHA 094045833700000034015499 9404583 37 / 6209637 ;0,00001;STANDARD;478,210000;EUR;29/06/2026;094045833700000034015499;5,500;;WIRE;DED_05.50D;29/06/2026;094045833700000034015499.pdf;MAN;B00000002C
26/08/2026;0001;445660;S00106748-FRA92800;GL0023584A;CEC;FAC CHA 094045833700000034015499 9404583 37 / 6209637 ;0,00001;STANDARD;904,070000;EUR;29/06/2026;094045833700000034015499;10,000;;WIRE;DED_10.00D;29/06/2026;094045833700000034015499.pdf;MAN;B00000002C
26/08/2026;0001;401100;74182-FRA94973;GL0023441M;CEC;AV CHA 1069423229 8165537 ;0,00001;CREDIT;-936,380000;EUR;22/07/2026;1069423229;;;WIRE;;22/07/2026;1069423229.pdf;MAN;B00000002C
26/08/2026;0001;606100;74182-FRA94973;GL0023441M;CEC;AV CHA 1069423229 8165537 ;-462,00000;CREDIT;-11,480000;EUR;22/07/2026;1069423229;5,500;;WIRE;DED_05.50D;22/07/2026;1069423229.pdf;MAN;B00000002C
26/08/2026;0001;606100;74182-FRA94973;GL0023441M;CEC;AV CHA 1069423229 8165537 ;-924,00000;CREDIT;-421,000000;EUR;22/07/2026;1069423229;0,000;ACHAT EAU P1;WIRE;DED_00.00D;22/07/2026;1069423229.pdf;MAN;B00000002C
26/08/2026;0001;606100;74182-FRA94973;GL0023441M;CEC;AV CHA 1069423229 8165537 ;-926,14000;CREDIT;-477,030000;EUR;22/07/2026;1069423229;5,500;ACHAT EAU P1;WIRE;DED_05.50D;22/07/2026;1069423229.pdf;MAN;B00000002C
26/08/2026;0001;445660;74182-FRA94973;GL0023441M;CEC;AV CHA 1069423229 8165537 ;0,00001;CREDIT;-26,870000;EUR;22/07/2026;1069423229;5,500;;WIRE;DED_05.50D;22/07/2026;1069423229.pdf;MAN;B00000002C
26/08/2026;0001;401100;91324-FRA41974;GL0216850W;CEC;FAC CHA 1107260569 compteur C18JG000246  ;0,00001;STANDARD;22780,180000;EUR;07/07/2026;1107260569;;;EFT;;07/07/2026;facture_63f6092b421cdf6eadd506eedbfbe03b.pdf;MAN;B00000007H
